filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords / Chants / Slogans (English),Keywords / Chants / Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,Genre (English),Genre (Farsi),"Lat, Lon"
khiz1251.mp4,۱۳۸۹/۰۲/۱۱,5/1/2010,2010-05-01,University of Tehran ,دانشګاه تهران,Tehran ,تهران,Iran ,ایران,Video displays student protestors chanting slogans in contempt.,ویدیو دانشجویان تظاهرکننده را در حال شعار دادن به نشانه اعتراض نشان میدهد.,Student Movement ,جنبش دانشجویی,,,Protest at University of Tehran ,تظاهرات در دانشګاه نهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.702285, 51.395711"
khiz1253.mp4,۱۳۸۸/۱۱/۱۰,01/30/2010,2010-01-30,,,Tehran ,تهران,Iran ,ایران,Video displays a meeting between Mir-Hossein Mousavi and Mehdi Karroubi. ,ویدیو دیدار میرحسین موسوی و مهدی کروبی را نشان میدهد.,Green Movement,جنبش سبز,Mir-Hossein Mousavi / Mehdi Karroubi,میر حسین موسوی / مهدی کروبی ,Meeting between Mousavi and Karroubi,دیدار موسوی و کروبی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1254.mp4,۱۳۸۹/۱۱/۲۷,2/16/2011,2011-02-16,,,Tehran ,تهران,Iran ,ایران,Video displays nightly chants of “down with the dictator.”,"ویدیو شعار های شبانه ""مرگ بر دیکتاتور"" را نشان میدهد. ",Nightly Chants ,شعارهای شبانه ,,,Nightly Chants in Tehran,شعارهای شبانه در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1255.mp4,۱۳۸۹/۱۲/۰۱,2/20/2011,2011-02-20,,,Tehran ,تهران,Iran ,ایران,Video displays protestors at night on the street chanting “down with the dictator” and “Ya Hossein Mir Hossein.”,"ویدیو تظاهرکنندگان را در تظاهراتی شبانه در خیابان در حال سر دادن ""مرگ بر دیکتاتور"" و ""یا حسین میر حسین"" نشان میدهد.",Protest ,تظاهرات ,,,Nightly Protest,تظاهرات شبانه ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1256.mp4,۱۳۸۸/۱۲/۲۲,03/13/2010,2010-03-13,Sharif University of Technology,دانشګاه صنعتی شریف,Tehran ,تهران,Iran ,ایران,Video displays statements such as “death to Khamenei” inscribed on the facilities of Sharif University of Technology.,"ویدیو شعار هایی نظیر ""مرگ بر خامنه ای"" را نوشته شده روی اماکن دانشگاه صنعتی شریف نشان میدهد.",Symbolic Resistance / Student Movement,مقاومت نمادین / جنبش دانشجویی,,,Slogans on University Facilities,شعار روی اماکن دانشګاه,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.703637, 51.351593"
khiz1257.mp4,۱۳۸۸/۰۶/۲۷,9/18/2009,2009-09-18,,,Tehran ,تهران,Iran ,ایران,"Video displays mother of Sohrab Aarabi, Parvin Fahimi, at a protest. Protestors are displayed marching and chanting “Our Sohrab is not dead; the government is dead.” ","ویدیو پروین فهیمی مادر سهراب اعرابی را میان تظاهرکتتدگان نشان میدهد.تظاهرکنندگان در حال راهپیمایی و سر دادن ""سهراب ما نمرده این دولته که مرده"" میباشند.",Protest / Survivors,تظاهرات / بازماندگان,Sohrab Aarabi / Parvin Fahimi,سهراب اعرابی / پروین فهیمی,Sohrab Aarabi's Mother among Protestors,مادر سهراب اعرابی میان تظاهرکنندګان,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1258.mp4,۱۳۸۹/۰۴/۱۵,7/6/2010,2010-07-06,"Grand Bazaar, Tehran ",بازار بزرګ تهران ,Tehran ,تهران,Iran ,ایران,"Video displays a labor strike at the Grand Bazaar, Tehran on a business day in solidarity with people’s movements.",ویدیو بخشی از بازار بزرگ تهران را در اعتصاب کار در یک روز کاری در همبستگی با جنبش های مردمی نشان میدهد.,Labor Strike,اعتصاب کار,,,"Labor Strike at Grand Bazaar, Tehran",اعتصاب کار در بازار بزرګ تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.679265, 51.426052"
khiz1259.mp4,۱۳۸۹/۰۴/۱۵,7/6/2010,2010-07-06,"Grand Bazaar, Tehran ",بازار بزرګ تهران ,Tehran ,تهران,Iran ,ایران,"Video displays a labor strike at the Grand Bazaar, Tehran on a business day in solidarity with people’s movements.",ویدیو بخشی از بازار بزرگ تهران را در اعتصاب کار در یک روز کاری در همبستگی با جنبش های مردمی نشان میدهد.,Labor Strike,اعتصاب کار,,,"Labor Strike at Grand Bazaar, Tehran",اعتصاب کار در بازار بزرګ تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.679265, 51.426052"
khiz1260.mp4,۱۳۸۹/۰۴/۱۵,7/6/2010,2010-07-06,"Grand Bazaar, Tehran ",بازار بزرګ تهران ,Tehran ,تهران,Iran ,ایران,"Video displays a labor strike at the Grand Bazaar, Tehran on a business day in solidarity with people’s movements.",ویدیو بخشی از بازار بزرگ تهران را در اعتصاب کار در یک روز کاری در همبستگی با جنبش های مردمی نشان میدهد.,Labor Strike,اعتصاب کار,,,"Labor Strike at Grand Bazaar, Tehran",اعتصاب کار در بازار بزرګ تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.679265, 51.426052"
khiz1261.mp4,۱۳۸۹/۰۷/۰۷,9/29/2010,2010-09-29,"Grand Bazaar, Tehran ",بازار بزرګ تهران ,Tehran ,تهران,Iran ,ایران,"Video displays a labor strike at the gold merchant’ section of the Grand Bazaar, Tehran on a business day in solidarity with people’s movements.",ویدیو بخش طلا فروشان بازار بزرگ تهران را در اعتصاب کار در یک روز کاری در همبستگی با جنبش های مردمی نشان میدهد.,Labor Strike,اعتصاب کار,,,"Labor Strike at Grand Bazaar, Tehran",اعتصاب کار در بازار بزرګ تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.679265, 51.426052"
khiz1263.mp4,۱۳۸۸/۱۲/۰۶,3/7/2010,2010-03-07,Vanak ,ونک,Tehran ,تهران,Iran ,ایران,Video displays some individuals painting the green portion of the curbs black.,ویدیو اشخاصی را در حال سیاه رنگ کردن قسمت سبز جداول خیابان نشان میدهد.,Suppression,سرکوب,,,Green Curbs Getting Painted Black ,سیاه رنګ کردن جداول سبز رنګ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.762376, 51.391597"
khiz1264.mp4,۱۳۸۸/۱۲/۲۲,03/13/2010,2010-03-13,Vanak ,ونک,Tehran ,تهران,Iran ,ایران,"Video displays “death to Khamenei” inscribed on a wall in Vanak, Tehran.","ویدیو شعار ""مرگ بر خامنه ای"" را نوشته شده روی دیواری در ونک نشان میدهد.",Symbolic Resistance,مقاومت نمادین,Ali Khamenei ,علی خامنه ای ,"""Death to Khamenei"" on the Wall",مرګ بر خامنه ای روی دیوار,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.762376, 51.391597"
khiz1265.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,"Video displays protestors at night on the street march and chant “Mahmoud you traitor, we wish you would become vagrant, you destroyed our country, you killed the youth; God is the greatest you slaughtered thousands, God is the greatest down with you.”","ویدیو تظاهرکنندگان را در خیابان در شب در حال سر دادن ""محمود خائن آواره گردی خاک وطن را ویرانه کردی کشتی جوانان وطن الله اکبر کردی هزاران در کفن الله اکبر مرگ بر تو مرگ بر تو"" نشان میدهد. ",Protest ,تظاهرات ,,,Protest at Night in Tehran ,تظاهرات در شب در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1266.mp4,۱۳۸۹/۱۲/۰۱,2/20/2011,2011-02-20,Enqelab Sq,میدان انقلاب,Tehran ,تهران,Iran ,ایران,"Video displays the amount of riot police present on Enqelab Sq, Tehran to suppress protestors.",ویدیو شمار پلیس ضد شورش حاضر در میدان انقلاب تهران برای سرکوب تظاهرکنندگان را نشان میدهد.,Riot Police / Suppression,پلیس ضد شورش / سرکوب,,,Riot Police in Tehran ,پلیس ضد شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.70114, 51.391486"
khiz1267.mp4,۱۳۸۹/۰۶/۱۱,9/2/2010,2010-09-02,N Felestin St,خیابان فلسطین,Tehran ,تهران,Iran ,ایران,"Video displays the riot police forces present on Felestin St, Tehran.",ویدیو نیرو های پلیس ضد شورش حاضر در خیابان فلسطین تهران را نشان میدهد.,Riot Police / Suppression,پلیس ضد شورش / سرکوب,,,Riot Police in Tehran ,پلیس ضد شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.712537, 51.404541"
khiz1268.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,Navvab Expressway,بزرگراه نواب صفوی,Tehran ,تهران,Iran ,ایران,Video displays protestors on Navvab expressway around a bonfire chanting “my grade school friend” carol.,"ویدیو تظاهرکنندگان را در بزرگراه نواب کنار آتش در حال سر دادن ""یار دبستانی من"" نشان میدهد.",Protest / Bonfire,تظاهرات / آتش,,,‌Bonfire in the Middle of the Expressway,آتش در وسط بزرګراه,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.670574, 51.381608"
khiz1269.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,"Video displays protestors chanting slogans such as “death to Khamenei,” “Mubarak, Ben Ali, it’s time for Seyyed Ali,” and “my grade school friend” carol.","ویدیو تظاهرکنندگان را در حال سر دادن شعارهای نظیر ""مرگ بر خامنه ای""، ""مبارک بن علی نوبت سید علی""، و ""یار دبستانی من"" نشان میدهد.",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1270.mp4,۱۳۸۹/۱۲/۰۹,2/28/2011,2011-02-28,,,Tehran ,تهران,Iran ,ایران,Video displays nightly chants of “God is the greatest.”,"ویدیو شعارهای شبانه ""الله اکبر"" را نشان میدهد.",Nightly Chants ,شعارهای شبانه ,,,Nightly Chants in Tehran,شعارهای شبانه در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1271.mp4,۱۳۸۹/۱۲/۱۰,3/1/2011,2011-03-01,,,Tehran ,تهران,Iran ,ایران,Video displays violent behavior of a police officer towards a civilian biker on the street as the group of police bikers pass by. ,ویدیو برخورد خشن یک افسر پلیس را با یک شهروند موتور سوار هنگام گذر موتور سواران پلیس نشان میدهد.,Riot Police / Police Brutality ,پلیس ضد شورش / درندگی پلیس,,,Riot Police in Tehran ,پلیس ضد شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
