filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords / Chants / Slogans (English),Keywords / Chants / Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,Genre (English),Genre (Farsi),"Lat, Lon"
khiz1185.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,"Video displays protestors march and chant “whether in Cairo or Tehran, down with the tyrants.” ","ویدیو تظاهرکنندگان را در حال راهپیمایی و سر دادن ""چه قاهره چه تهران مرگ بر ظالمان"" نشان میدهد.",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1186.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors running away as being pursued and assaulted by riot police. ,ویدیو تظاهرکنندگان را در حال فرار از نیرو های انتظامی مشغول به تعقیب و ضرب و شتم آنان نشان میدهد. ,Protest / Police Brutality ,تظاهرات / درندگی پلیس ,,,Protestors Pursued and Assaulted by the Police,پلیس در حال تعقیب و ضرب و جرح تظاهرکنندگان,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1188.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,"Video displays protestors on the street chanting “zealous Iranians, support.” ","ویدیو تظاهرکنندگان را در خیابان در حال سر دادن ""ایرانی با غیرت حمایت حمایت"" نشان میدهد.",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1190.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors chant “down with the dictator” and take refuge after being exposed to tear gas shot by the police. ,"ویدیو تظاهرکنندگان را در حال سر دادن ""مرگ بر دیکتاتور"" و پناه گرفتن پس از قرار گرقتن در معرض گاز اشک آور شلیک شده توسط نیرو های انتظامی نشان میدهد.",Protest / Police Brutality ,تظاهرات / درندگی پلیس ,,,Tear Gas Shot by the Police ,گاز اشک آور شلیک شده توسط نیرو های انتظامی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1191.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,"Video displays lengthy clash of protestors with riot police forces. Footage includes both side throwing items at each other, use of tear gas by the police, and chants such as “death to Khamenei” and “Ya Hossein Mir Hossein.” ","ویدیو درگیری طولانی تظاهرکنندگان با نیرو های انتظامی را نشان میدهد. فیلم شامل صحنه های سنگ پرتاب کردن دو طرف به یکدیگر، استفاده از گاز اشک آور توسط پلیس، و سر دادن شعار های نظیر ""مرگ بر خامنه ای"" و ""یا حسین میر حسین"" میباشد.  ",Protest / Police Brutality ,تظاهرات / درندگی پلیس ,Ali Khamenei ,علی خامنه ای ,Protestors Clash with Riot Police,درګیری تظاهرکنندګان با نیرو های انتظامی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1192.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors chanting “freedom.” ,"ویدیو تظاهرکنندگان را در خیابان در حال سر دادن ""آزادی"" نشان میدهد.",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1193.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors on the street chant “down with the dictator” followed by a violent engagement between riot police and protestors.,"ویدیو تظاهرکندگان را در خیابان در حال سر دادن ""مرگ بر دیکتاتور"" همراه با صحنه درگیری بین پلیس و تظاهرکنندگان نشان میدهد.",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1194.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays the people and the riot police forces present on the street. ,ویدیو تظاهرکنندگان و نیروهای انتظامی حاضر در خیابان را نشان میدهد.,Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1195.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors on the street at night chanting “death to Khamenei” and “I’ll kill who killed my brother.” ,"ویدیو تظاهرکنندگان را در خیابان در شب در حال سر دادن ""مرگ بر خامنه ای"" و ""میکشم میکشم آن که برادرم کشت"" نشان میدهد.",Protest ,تظاهرات ,Ali Khamenei ,علی خامنه ای ,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1196.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays the amount of people present on the streets. ,ویدیو جمعیت حاضر در خیابان را نشان میدهد.,Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1197.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays the amount of people present on the streets. ,ویدیو جمعیت حاضر در خیابان را نشان میدهد.,Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1198.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays the riot police bikers present on the street.,ویدیو موتورسواران پلیس ضد شورش حاضر در خیابان را نشان میدهد.,Riot Police / Suppression,پلیس ضد شورش / سرکوب,,,Riot Police in Tehran ,پلیس ضد شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1199.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays the amount of people present on the streets. ,ویدیو جمعیت حاضر در خیابان را نشان میدهد.,Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1200.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors on the street while passengers on the city bus are chanting “down with the dictator.”,"ویدیو تظاهرکنندگان را در خیابان در حالی که مسافران اتوبوس شرکت واحد ""مرگ بر دیکتاتور"" سر میدهند نشان میدهد. ",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1201.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays passengers on a city bus chant “down with the dictator.”,"ویدیو مسافران یک اتوبوس شرکت واحد را در حال سر دادن ""مرگ بر دیکتاتور"" نشان میدهد. ",Protest ,تظاهرات ,,,Chants on the City Bus ,شعار دادن در اتوبوس واحد,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1202.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors chanting “down with the dictator.”,"ویدیو تظاهرکنندگان را در حال سر دادن ""مرگ بر دیکتاتور"" نشان میدهد.",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1203.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors chanting “political prisoners must be released.”,"ویدیو تظاهرکنندگان را در حال سر دادن ""زندانی سیاسی آزاد باید گردد"" نشان میدهد.",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1204.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors chanting “down with the dictator” and “Ya Hossein Mir Hossein.” ,"ویدیو تظاهرکنندگان را در حال سر دادن ""مرگ بر دیکتاتور"" و ""یا حسین میر حسین"" نشان میدهد.",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1205.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays multiple trash bins set on fire and surrounded by protestors who chant “death to Khamenei.” ,"ویدیو چندین سطل زباله سوزان را احاطه شده با تظاهرکنندگانی که ""مرگ بر خامنه ای"" سر میدهند نشان میدهد.",Protest / Bonfire,تظاهرات / آتش,Ali Khamenei ,علی خامنه ای ,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1206.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,"Video displays protestors on the street chanting “Mubarak, Ben Ali, it’s time for Seyyed Ali.” ","ویدیو تظاهرکنندگان را در خیابان در حال سر دادن ""مبارک بن علی نوبت سید علی"" نشان میدهد.",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1207.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors on the street chanting “Ey Iran” anthem.,"ویدیو تظاهرکنندگان را در خیابان در حال همخوانی سرود ""ای ایران"" نشان میدهد. ",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1208.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,Sharif University of Technology,دانشگاه صنعتی شریف,Tehran ,تهران,Iran ,ایران,Video displays protestors blocking the traffic near Sharif University of Technology. ,ویدیو تظاهرکنندگان را در حال مصدود کردن ترافیک نزدیک دانشگاه صنعتی شریف نشان میدهد.,Protest ,تظاهرات ,,,Protestors Blocking Traffic ,مصدود کردن ترافیک توسط تظاهرکنندګان ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.703637, 51.351593"
khiz1209.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays the amount of riot police bikers present on the street. ,ویدیو شمار نیروهای انتظامی حاضر در خیابان را نشان میدهد.,Riot Police / Suppression,پلیس ضد شورش / سرکوب,,,Riot Police in Tehran ,پلیس ضد شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1210.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,"Video displays protestors on the street chanting “Mubarak, Ben Ali, it’s time for Seyyed Ali.” ","ویدیو تظاهرکنندگان را در خیابان در حال سر دادن ""مبارک بن علی نوبت سید علی"" نشان میدهد. ",Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1211.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays an ongoing protest on the street. ,ویدیو تظاهراتی را در خیابان نشان میدهد. ,Protest ,تظاهرات ,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1212.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors on the street chanting “down with the dictator” followed by scene of protestors moving an injured. ,"ویدیو تظاهرکنندگان را در خیابان در حال سر دادن ""مرگ بر دیکتاتور"" و در صحنه بعدی تظاهرکنندگان را در حال انتقال یک مجروح نشان میدهد.",Protest / Police Brutality ,تظاهرات / درندگی پلیس ,,,Protestors Moving an Injured ,تظاهرکنندګان در حال انتقال یک مجروح ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1213.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors around a bonfire on the middle of the street chanting “my grade school friend” carol. ,"ویدیو تظاهرکنندگان را محیط آتشی در وسط خیابان در حال سر دادن ""یار دبستانی من"" نشان میدهد. ",Protest / Bonfire,تظاهرات / آتش,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1214.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors at night around a bonfire chanting “oil money has been spent all on Basij.” ,"ویدیو تظاهرکنندگان را در شب محیط آتش در حال سر دادن ""پول نفت چی شده خرج بسیجی شده"" نشان میدهد.",Protest / Bonfire,تظاهرات / آتش,,,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1215.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,"Video displays protestors on the street at night chanting “Mubarak, Ben Ali, it’s time for Seyyed Ali.” ","ویدیو تظاهرکنندگان را در شب در خیابان در حال سر دادن ""مبارک بن علی نوبت سید علی"" نشان میدهد. ",Protest / Bonfire,تظاهرات / آتش,Ali Khamenei ,علی خامنه ای ,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1216.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors on the street at night chanting “death to Khamenei” and “I’ll kill who killed my brother.” ,"ویدیو تظاهرکنندگان را در شب در خیابان در حال سر دادن ""مرگ بر خامنه ای"" و ""میکشم میکشم آن که برادرم کشت"" نشان میدهد.",Protest ,تظاهرات ,Ali Khamenei ,علی خامنه ای ,Protest in Tehran ,تظاهرات در تهران ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1217.mp4,۱۳۸۹/۱۱/۲۵,2/14/2011,2011-02-14,Hemmat Expressway ,بزرگراه همت,Tehran ,تهران,Iran ,ایران,Video displays riot police biker riding the street.,ویدیو موتور سواران پلیس ضد شورش در خیابان را نشان میدهد.,Riot Police / Suppression,پلیس ضد شورش / سرکوب,,,Riot Police in Tehran ,پلیس ضد شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.74934, 51.365831"
khiz1219.mp4,۱۳۸۹/۰۷/۰۵,9/27/2010,2010-09-27,,,Tehran ,تهران,Iran ,ایران,"Video displays a memorial ceremony held for Ali Hassanpour, victim of the election aftermath, at his gravesite. ",ویدیو مراسم یادبودی را برای علی حسن پور از قربانیان اغتشاشات پس از انتخابات بر سر مزار وی نشان میدهد.,Tribute,یادبود ,Ali Hassanpour ,علی حسن پور,Memorial for Ali Hassanpour ,یادبود برای علی حسن پور,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1221.mp4,۱۳۸۸/۱۰/۰۶,12/27/2009,2009-12-27,Ammar Clinic,درمانگاه شبانه روزی عمار,Tehran ,تهران,Iran ,ایران,Video displays a corpse being transferred from Ammar Clinic inside a personal vehicle by civilians as people are chant “God is the greatest” surrounding the corpse. ,"ویدیو جسدی را در حال انتقال از درمانگاه شبانه روزی عمار به داخل یک ماشین شخصی توسط شهروندان در حالی که مردم با احاطه کردن جسد مشغول سر دادن ""الله اکبر"" هستند نشان میدهد.",Police Brutality ,درندگی پلیس,,,Corpse Transferred Out of Hospital ,انتقال جسد بیرون از بیمارستان ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.709565, 51.369568"
khiz1222.mp4,۱۳۸۹/۱۲/۰۹,2/28/2011,2011-02-28,,,Tehran ,تهران,Iran ,ایران,Video displays nightly chants of “down with the dictator.”,"ویدیو شعار های شبانه ""مرگ بر دیکتاتور"" را نشان میدهد. ",Symbolic Resistance,مقاومت نمادین,,,Nightly Chants in Tehran,شعارهای شبانه در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1223.mp4,۱۳۸۸/۱۰/۰۸,12/29/2009,2009-12-29,Iran University of Science and Technology ,دانشگاه علم و صنعت ایران,Tehran ,تهران,Iran ,ایران,Video displays a confrontation between Basij forces and student protestors at Iran University of Science and Technology. ,ویدیو مقابله دانشجویان با نیرو های بسیج را در دانشگاه علم و صنعت ایران نشان میدهد.,Student Movement / Basij / Police Brutality ,جنبش دانشجویی / بسیج / درندگی پلیس,,,Protest at Iran University of Science and Technology,تظاهرات در دانشگاه علم و صنعت ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.742474, 51.50231"
khiz1224.mp4,۱۳۸۸/۱۰/۰۸,12/29/2009,2009-12-29,Iran University of Science and Technology ,دانشگاه علم و صنعت ایران,Tehran ,تهران,Iran ,ایران,Video displays student protestors chant “Ya Hossein Mir Hossein.” ,"ویدیو دانشجویان تظاهرکننده را در حال سر دادن ""یا حسین میر حسین"" نشان میدهد.",Student Movement ,جنبش دانشجویی,,,Protest at Iran University of Science and Technology,تظاهرات در دانشگاه علم و صنعت ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.742474, 51.50231"
khiz1225.mp4,۱۳۸۸/۱۰/۰۸,12/29/2009,2009-12-29,Iran University of Science and Technology ,دانشگاه علم و صنعت ایران,Tehran ,تهران,Iran ,ایران,Video displays students protesting at Iran University of Science and Technology. ,ویدیو دانشجویان را در حال تظاهرات در دانشگاه علم و صنعت ایران نشان میدهد.,Student Movement ,جنبش دانشجویی,,,Protest at Iran University of Science and Technology,تظاهرات در دانشگاه علم و صنعت ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.742474, 51.50231"
khiz1226.mp4,۱۳۸۸/۱۰/۰۸,12/29/2009,2009-12-29,Iran University of Science and Technology ,دانشگاه علم و صنعت ایران,Tehran ,تهران,Iran ,ایران,Video displays students protesting at Iran University of Science and Technology. ,ویدیو دانشجویان را در حال تظاهرات در دانشگاه علم و صنعت ایران نشان میدهد.,Student Movement ,جنبش دانشجویی,,,Protest at Iran University of Science and Technology,تظاهرات در دانشگاه علم و صنعت ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.742474, 51.50231"
khiz1229.mp4,۱۳۸۹/۰۶/۱۲,9/3/2010,2010-09-03,,,Tehran ,تهران,Iran ,ایران,Video displays the amount of riot police forces present on the street.,ویدیو شمار نیرو های انتظامی حاضر در خیابان را نشان میدهد.,Riot Police / Suppression,پلیس ضد شورش / سرکوب,,,Riot Police in Tehran ,پلیس ضد شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1233.mp4,۱۳۸۸/۱۲/۱۷,3/8/2010,2010-03-08,,,Tehran ,تهران,Iran ,ایران,Video displays students gathering in contempt.,ویدیو دانشجویان را در حال تجمع به نشانه اعتراض نشان میدهد.,Student Movement ,جنبش دانشجویی,,,Student Rally,تجمع دانشجویی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1234.mp4,۱۳۸۹/۱۲/۱۷,3/8/2011,2011-03-08,,,Tehran ,تهران,Iran ,ایران,Video displays police forces forcing people to spread out.,ویدیو نیروهای انتظامی را در حال اجبار مردم به پراکنده شدن نشان میدهد.,Police Brutality ,درندگی پلیس,,,Riot Police in Tehran ,پلیس ضد شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1235.mp4,۱۳۸۹/۱۲/۱۷,3/8/2011,2011-03-08,,,Tehran ,تهران,Iran ,ایران,Video displays riot police assaulting protestors with sticks. ,ویدیو نیروهای انتظامی را در حال ضرب و شتم مردم با باطوم نشان میدهد.,Police Brutality ,درندگی پلیس,,,Police Brutality ,درندگی پلیس,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1236.mp4,۱۳۸۸/۱۲/۲۹,3/20/2010,2010-03-20,,,Tehran ,تهران,Iran ,ایران,"Video displays the nightly chants of “Down with the dictator"" on Persian new year's evening.","ویدیو شعار های شبانه ""مرگ بر دیکتاتور"" را در شب نوروز نشان میدهد. ",Nightly Chants ,شعارهای شبانه ,,,Nightly Chants on New Year's Eve,شعار های شبانه در شب نوروز ,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1237.mp4,۱۳۸۸/۱۰/۰۴,12/25/2009,2009-12-25,Vanak ,ونک,Tehran ,تهران,Iran ,ایران,Video displays nightly chants of “down with the dictator” and other alike slogans.,"ویدیو سر دادن شبانه ""مرگ بر دیکتاتور"" و شعارهای مشابهی دیگر را نشان میدهد. ",Nightly Chants ,شعارهای شبانه ,,,Nightly Chants in Tehran,شعارهای شبانه در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.762376, 51.391597"
khiz1238.mp4,۱۳۸۹/۰۵/۱۶,8/7/2010,2010-08-07,,,Tehran ,تهران,Iran ,ایران,"Video displays nightly chants of slogans such as “God is the greatest,” “political prisoners must be released,” “down with the basis of supreme leadership,” and “down with the dictator.” ","ویدیو سر دادن شبانه شعار هایی نظیر ""الله اکبر""، ""زندانی سیاسی آزاد باید گردد""، ""مرگ بر اصل ولایت فقیه""، و ""مرگ بر دیکتاتور"" را نشان میدهد.",Nightly Chants ,شعارهای شبانه ,,,Nightly Chants in Tehran,شعارهای شبانه در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1239.mp4,۱۳۸۸/۱۲/۲۹,3/20/2010,2010-03-20,,,Tehran ,تهران,Iran ,ایران,Video displays nightly chants of “God is the greatest” and “down with the dictator” in Tehran. ,"ویدیو شعار های شبانه ""الله اکبر"" و ""مرگ بر دیکتاتور"" را در تهران نشان میدهد.",Nightly Chants ,شعارهای شبانه ,,,Nightly Chants in Tehran,شعارهای شبانه در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1240.mp4,۱۳۸۹/۰۲/۰۷,4/27/2010,2010-04-27,,,Tehran ,تهران,Iran ,ایران,Video displays a meeting between Mir-Hossein Mousavi and Mehdi Karroubi. ,ویدیو دیدار میرحسین موسوی و مهدی کروبی را نشان میدهد.,Green Movement,جنبش سبز,Mir-Hossein Mousavi / Mehdi Karroubi,میر حسین موسوی / مهدی کروبی ,Meeting between Mousavi and Karroubi,دیدار موسوی و کروبی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1241.mp4,۱۳۸۹/۱۲/۰۱,2/20/2011,2011-02-20,2nd Sadeghiyeh Square,فلکه دوم صادقیه ,Tehran ,تهران,Iran ,ایران,"Video displays riot police forces present at 2nd Sadeghiyeh sq, Tehran. ",ویدیو نیرو های انتظامی حاضر در فلکه دوم صادقیه تهران را نشان میدهد.,Riot Police / Suppression,پلیس ضد شورش / سرکوب,,,Riot Police in Tehran ,پلیس ضد شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.722039, 51.335619"
khiz1242.mp4,۱۳۸۸/۰۳/۲۵,6/15/2009,2009-06-15,Azadi Square,میدان آزادی,Tehran ,تهران,Iran ,ایران,Video displays protestors at Azadi Sq hold hands and chant “my grade school friend” carol. ,"ویدیو تظاهرکنندگان را در میدان آزادی دست در دست هم در حال سر دادن ""یار دبستانی من"" نشان میدهد.",Protest ,تظاهرات ,,,Protestors Holding Hands,تظاهرکنندګان دست در دست هم,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1246.mp4,۱۳۸۹/۱۲/۱۷,3/8/2011,2011-03-08,Enqelab Street,خیابان انقلاب اسلامی,Tehran ,تهران,Iran ,ایران,Video displays riot police bikers present on the street.,ویدیو موتور سواران پلیس ضد شورش را حاضر در خیابان نشان میدهد.,Riot Police / Suppression,پلیس ضد شورش / سرکوب,,,Riot Police in Tehran ,پلیس ضد شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.70146, 51.419445"
